csv_player_name,source_player_name,team,previous_ovr,final_decision_ovr,delta,changed,match_mode,source_file,source_line
Herbert Jones (2025-26),Herbert Jones (2025-26),New Orleans Pelicans,83,82,-1,yes,exact,src/data/players-current-2026.ts,477
Iman Shumpert (Knicks),Iman Shumpert (Knicks),New York Knicks,81,80,-1,yes,exact,src/data/players.ts,906
Immanuel Quickley (2025-26),Immanuel Quickley (2025-26),Toronto Raptors,86,85,-1,yes,exact,src/data/players-current-2026.ts,230
Isaiah Hartenstein (2025-26),Isaiah Hartenstein (2025-26),Oklahoma City Thunder,85,84,-1,yes,exact,src/data/players-current-2026.ts,323
Isaiah Joe (2025-26),Isaiah Joe (2025-26),Oklahoma City Thunder,81,80,-1,yes,exact,src/data/players-current-2026.ts,324
Isaiah Stewart (2025-26),Isaiah Stewart (2025-26),Detroit Pistons,82,81,-1,yes,exact,src/data/players-current-2026.ts,364
Ivica Zubac (2025-26),Ivica Zubac (2025-26),Indiana Pacers,87,86,-1,yes,exact,src/data/players-current-2026.ts,338
J.R. Smith,J.R. Smith,Cleveland Cavaliers,80,81,1,yes,exact,src/data/players.ts,662
J.R. Smith (Knicks),J.R. Smith (Knicks),New York Knicks,84,83,-1,yes,exact,src/data/players.ts,818
J.R. Smith (Nuggets),J.R. Smith (Nuggets),Denver Nuggets,83,82,-1,yes,exact,src/data/players.ts,879
Ja'Kobe Walter (2025-26),Ja'Kobe Walter (2025-26),Toronto Raptors,80,79,-1,yes,exact,src/data/players-current-2026.ts,414
Jabari Smith Jr. (2025-26),Jabari Smith Jr. (2025-26),Houston Rockets,87,86,-1,yes,exact,src/data/players-current-2026.ts,268
Jack Sikma (SuperSonics),Jack Sikma (SuperSonics),Oklahoma City Thunder,89,88,-1,yes,exact,src/data/players.ts,757
Jacob Toppin (2025-26),Jacob Toppin (2025-26),Atlanta Hawks,76,75,-1,yes,exact,src/data/players-current-2026.ts,626
Jaden McDaniels (2025-26),Jaden McDaniels (2025-26),Minnesota Timberwolves,86,85,-1,yes,exact,src/data/players-current-2026.ts,231
Jae Crowder (Celtics),Jae Crowder (Celtics),Boston Celtics,82,81,-1,yes,exact,src/data/players.ts,893
Jaime Jaquez Jr. (2025-26),Jaime Jaquez Jr. (2025-26),Miami Heat,85,84,-1,yes,exact,src/data/players-current-2026.ts,293
Jalen Duren (2025-26),Jalen Duren (2025-26),Detroit Pistons,90,89,-1,yes,exact,src/data/players-current-2026.ts,233
Jalen Green (2025-26),Jalen Green (2025-26),Phoenix Suns,85,84,-1,yes,exact,src/data/players-current-2026.ts,435
Jalen Pickett (2025-26),Jalen Pickett (2025-26),Denver Nuggets,78,77,-1,yes,exact,src/data/players-current-2026.ts,599
Jalen Suggs (2025-26),Jalen Suggs (2025-26),Orlando Magic,85,84,-1,yes,exact,src/data/players-current-2026.ts,294
Jalen Williams,Jalen Williams,Oklahoma City Thunder,88,87,-1,yes,exact,src/data/players.ts,617
Jalen Wilson (2025-26),Jalen Wilson (2025-26),Brooklyn Nets,78,77,-1,yes,exact,src/data/players-current-2026.ts,649
Jamal Crawford (Hawks),Jamal Crawford (Hawks),Atlanta Hawks,84,83,-1,yes,exact,src/data/players.ts,819
Jamal Mashburn (Heat),Jamal Mashburn (Heat),Miami Heat,86,85,-1,yes,exact,src/data/players.ts,790
Jamal Murray (2025-26),Jamal Murray (2025-26),Denver Nuggets,90,89,-1,yes,exact,src/data/players-current-2026.ts,235
James Harden (2025-26),James Harden (2025-26),Cleveland Cavaliers,89,88,-1,yes,exact,src/data/players-current-2026.ts,236
James Harden (Nets),James Harden (Nets),Brooklyn Nets,91,90,-1,yes,exact,src/data/players.ts,432
James Worthy,James Worthy,Los Angeles Lakers,90,91,1,yes,exact,src/data/players.ts,400
Jarrett Allen (2025-26),Jarrett Allen (2025-26),Cleveland Cavaliers,87,86,-1,yes,exact,src/data/players-current-2026.ts,269
Jason Kidd (Suns),Jason Kidd (Suns),Phoenix Suns,88,87,-1,yes,exact,src/data/players.ts,767
Jason Terry (Celtics),Jason Terry (Celtics),Boston Celtics,80,79,-1,yes,exact,src/data/players.ts,918
Jason Williams (Kings),Jason Williams (Kings),Sacramento Kings,86,85,-1,yes,exact,src/data/players.ts,876
Javon Small (2025-26),Javon Small (2025-26),Memphis Grizzlies,80,79,-1,yes,exact,src/data/players-current-2026.ts,416
Jaylon Tyson (2025-26),Jaylon Tyson (2025-26),Cleveland Cavaliers,84,83,-1,yes,exact,src/data/players-current-2026.ts,295
Jayson Tatum (2025-26),Jayson Tatum (2025-26),Boston Celtics,91,90,-1,yes,exact,src/data/players-current-2026.ts,369
Jeff Green (2025-26),Jeff Green (2025-26),Houston Rockets,78,77,-1,yes,exact,src/data/players-current-2026.ts,673
Jeff Hornacek (Jazz),Jeff Hornacek (Jazz),Utah Jazz,85,84,-1,yes,exact,src/data/players.ts,803
Jeff Teague,Jeff Teague,Atlanta Hawks,83,82,-1,yes,exact,src/data/players.ts,593
Jerami Grant (2025-26),Jerami Grant (2025-26),Portland Trail Blazers,86,85,-1,yes,exact,src/data/players-current-2026.ts,296
Jeremiah Fears (2025-26),Jeremiah Fears (2025-26),New Orleans Pelicans,85,84,-1,yes,exact,src/data/players-current-2026.ts,390
Jeremiah Robinson-Earl (2025-26),Jeremiah Robinson-Earl (2025-26),Dallas Mavericks,78,77,-1,yes,exact,src/data/players-current-2026.ts,651
Jericho Sims (2025-26),Jericho Sims (2025-26),Milwaukee Bucks,78,77,-1,yes,exact,src/data/players-current-2026.ts,478
Jerome Kersey (Blazers),Jerome Kersey (Blazers),Portland Trail Blazers,84,83,-1,yes,exact,src/data/players.ts,820
Jett Howard (2025-26),Jett Howard (2025-26),Orlando Magic,78,77,-1,yes,exact,src/data/players-current-2026.ts,583
Jevon Carter (2025-26),Jevon Carter (2025-26),Orlando Magic,78,77,-1,yes,exact,src/data/players-current-2026.ts,534
Jimmy Butler (2025-26),Jimmy Butler (2025-26),Golden State Warriors,89,88,-1,yes,exact,src/data/players-current-2026.ts,270
Joan Beringer (2025-26),Joan Beringer (2025-26),Minnesota Timberwolves,78,77,-1,yes,exact,src/data/players-current-2026.ts,516
Joe Ingles (2025-26),Joe Ingles (2025-26),Minnesota Timberwolves,78,77,-1,yes,exact,src/data/players-current-2026.ts,565
Joe Johnson (Nets),Joe Johnson (Nets),Brooklyn Nets,85,84,-1,yes,exact,src/data/players.ts,804
Joe Johnson (Suns),Joe Johnson (Suns),Phoenix Suns,84,83,-1,yes,exact,src/data/players.ts,821
John Collins (2025-26),John Collins (2025-26),Los Angeles Clippers,84,83,-1,yes,exact,src/data/players-current-2026.ts,297
Jose Calderon (Raptors),Jose Calderon (Raptors),Toronto Raptors,82,81,-1,yes,exact,src/data/players.ts,894
Josh Giddey (2025-26),Josh Giddey (2025-26),Chicago Bulls,88,87,-1,yes,exact,src/data/players-current-2026.ts,238
Josh Green (2025-26),Josh Green (2025-26),Charlotte Hornets,79,78,-1,yes,exact,src/data/players-current-2026.ts,535
Josh Hart (2025-26),Josh Hart (2025-26),New York Knicks,85,84,-1,yes,exact,src/data/players-current-2026.ts,239
Josh Howard,Josh Howard,Dallas Mavericks,84,83,-1,yes,exact,src/data/players.ts,631
Josh Minott (2025-26),Josh Minott (2025-26),Brooklyn Nets,79,78,-1,yes,exact,src/data/players-current-2026.ts,392
Jrue Holiday (2025-26),Jrue Holiday (2025-26),Portland Trail Blazers,85,84,-1,yes,exact,src/data/players-current-2026.ts,298
Julian Champagnie (2025-26),Julian Champagnie (2025-26),San Antonio Spurs,82,81,-1,yes,exact,src/data/players-current-2026.ts,272
Julius Randle (2025-26),Julius Randle (2025-26),Minnesota Timberwolves,88,87,-1,yes,exact,src/data/players-current-2026.ts,240
Julius Randle (Lakers),Julius Randle (Lakers),Los Angeles Lakers,82,81,-1,yes,exact,src/data/players.ts,837
Julius Randle (Pelicans),Julius Randle (Pelicans),New Orleans Pelicans,85,84,-1,yes,exact,src/data/players.ts,838
Jusuf Nurkic (Blazers),Jusuf Nurkic (Blazers),Portland Trail Blazers,86,85,-1,yes,exact,src/data/players.ts,861
Kam Jones (2025-26),Kam Jones (2025-26),Indiana Pacers,76,75,-1,yes,exact,src/data/players-current-2026.ts,675
Karlo Matkovic (2025-26),Karlo Matkovic (2025-26),New Orleans Pelicans,79,78,-1,yes,exact,src/data/players-current-2026.ts,438
Kasparas Jakucionis (2025-26),Kasparas Jakucionis (2025-26),Miami Heat,80,79,-1,yes,exact,src/data/players-current-2026.ts,460
Kawhi Leonard (2025-26),Kawhi Leonard (2025-26),Los Angeles Clippers,92,91,-1,yes,exact,src/data/players-current-2026.ts,242
Keegan Murray (2025-26),Keegan Murray (2025-26),Sacramento Kings,84,83,-1,yes,exact,src/data/players-current-2026.ts,499
Kel'el Ware (2025-26),Kel'el Ware (2025-26),Miami Heat,85,84,-1,yes,exact,src/data/players-current-2026.ts,273
Kelly Oubre Jr. (2025-26),Kelly Oubre Jr. (2025-26),Philadelphia 76ers,82,81,-1,yes,exact,src/data/players-current-2026.ts,345
Kendrick Perkins (Thunder),Kendrick Perkins (Thunder),Oklahoma City Thunder,80,79,-1,yes,exact,src/data/players.ts,919
Kenyon Martin,Kenyon Martin,Brooklyn Nets,85,84,-1,yes,exact,src/data/players.ts,574
Kenyon Martin (Nuggets),Kenyon Martin (Nuggets),Denver Nuggets,85,84,-1,yes,exact,src/data/players.ts,805
Kevin Durant (2025-26),Kevin Durant (2025-26),Houston Rockets,91,90,-1,yes,exact,src/data/players-current-2026.ts,243
Kevin Garnett (Nets),Kevin Garnett (Nets),Brooklyn Nets,83,82,-1,yes,exact,src/data/players.ts,880
Kevin Johnson,Kevin Johnson,Phoenix Suns,89,88,-1,yes,exact,src/data/players.ts,484
Kevin Porter Jr. (2025-26),Kevin Porter Jr. (2025-26),Milwaukee Bucks,87,86,-1,yes,exact,src/data/players-current-2026.ts,300
Kevin Willis,Kevin Willis,Atlanta Hawks,84,83,-1,yes,exact,src/data/players.ts,430
Kiki Vandeweghe (Nuggets),Kiki Vandeweghe (Nuggets),Denver Nuggets,87,86,-1,yes,exact,src/data/players.ts,773
Kirk Hinrich (Bulls),Kirk Hinrich (Bulls),Chicago Bulls,82,81,-1,yes,exact,src/data/players.ts,895
Klay Thompson (2025-26),Klay Thompson (2025-26),Dallas Mavericks,84,83,-1,yes,exact,src/data/players-current-2026.ts,481
Kobe Brown (2025-26),Kobe Brown (2025-26),Indiana Pacers,78,77,-1,yes,exact,src/data/players-current-2026.ts,520
Kobe Sanders (2025-26),Kobe Sanders (2025-26),Los Angeles Clippers,79,78,-1,yes,exact,src/data/players-current-2026.ts,521
Kon Knueppel (2025-26),Kon Knueppel (2025-26),Charlotte Hornets,87,86,-1,yes,exact,src/data/players-current-2026.ts,244
Kris Murray (2025-26),Kris Murray (2025-26),Portland Trail Blazers,78,77,-1,yes,exact,src/data/players-current-2026.ts,522
Kristaps Porzingis (2025-26),Kristaps Porziņģis (2025-26),Golden State Warriors,86,85,-1,yes,accent-normalized,src/data/players-current-2026.ts,346
Kurt Rambis (Lakers),Kurt Rambis (Lakers),Los Angeles Lakers,81,80,-1,yes,exact,src/data/players.ts,907
Kwame Brown,Kwame Brown,Washington Wizards,76,75,-1,yes,exact,src/data/players.ts,699
Kyle Anderson (2025-26),Kyle Anderson (2025-26),Minnesota Timberwolves,78,77,-1,yes,exact,src/data/players-current-2026.ts,439
Kyle Filipowski (2025-26),Kyle Filipowski (2025-26),Utah Jazz,84,83,-1,yes,exact,src/data/players-current-2026.ts,302
Kyle Korver (Jazz),Kyle Korver (Jazz),Utah Jazz,82,81,-1,yes,exact,src/data/players.ts,896
Kyle Lowry (Heat),Kyle Lowry (Heat),Miami Heat,83,82,-1,yes,exact,src/data/players.ts,881
Kyrie Irving (Cavs),Kyrie Irving (Cavs),Cleveland Cavaliers,91,92,1,yes,exact,src/data/players.ts,490
Kyshawn George (2025-26),Kyshawn George (2025-26),Washington Wizards,86,85,-1,yes,exact,src/data/players-current-2026.ts,347
Lamar Odom,Lamar Odom,Los Angeles Lakers,84,83,-1,yes,exact,src/data/players.ts,541
LaMarcus Aldridge (Spurs),LaMarcus Aldridge (Spurs),San Antonio Spurs,87,86,-1,yes,exact,src/data/players.ts,774
Lance Stephenson,Lance Stephenson,Indiana Pacers,82,81,-1,yes,exact,src/data/players.ts,472
Larry Hughes,Larry Hughes,Cleveland Cavaliers,81,80,-1,yes,exact,src/data/players.ts,635
Larry Johnson,Larry Johnson,Charlotte Hornets,86,85,-1,yes,exact,src/data/players.ts,533
Larry Nance (Cavs),Larry Nance (Cavs),Cleveland Cavaliers,89,88,-1,yes,exact,src/data/players.ts,758
Larry Nance (Suns),Larry Nance (Suns),Phoenix Suns,89,88,-1,yes,exact,src/data/players.ts,759
Latrell Sprewell,Latrell Sprewell,New York Knicks,87,86,-1,yes,exact,src/data/players.ts,614
Latrell Sprewell (Timberwolves),Latrell Sprewell (Timberwolves),Minnesota Timberwolves,85,84,-1,yes,exact,src/data/players.ts,806
Lauri Markkanen (2025-26),Lauri Markkanen (2025-26),Utah Jazz,89,88,-1,yes,exact,src/data/players-current-2026.ts,274
Leandro Barbosa (Suns),Leandro Barbosa (Suns),Phoenix Suns,83,82,-1,yes,exact,src/data/players.ts,725
LeBron James (2025-26),LeBron James (2025-26),Los Angeles Lakers,89,88,-1,yes,exact,src/data/players-current-2026.ts,246
Liam McNeeley (2025-26),Liam McNeeley (2025-26),Charlotte Hornets,78,77,-1,yes,exact,src/data/players-current-2026.ts,566
Lonzo Ball (Pelicans),Lonzo Ball (Pelicans),New Orleans Pelicans,84,83,-1,yes,exact,src/data/players.ts,866
Lou Williams,Lou Williams,Los Angeles Clippers,81,80,-1,yes,exact,src/data/players.ts,693
Lou Williams (Hawks),Lou Williams (Hawks),Atlanta Hawks,82,81,-1,yes,exact,src/data/players.ts,897
Luguentz Dort (2025-26),Luguentz Dort (2025-26),Oklahoma City Thunder,84,83,-1,yes,exact,src/data/players-current-2026.ts,483
Luka Garza (2025-26),Luka Garza (2025-26),Boston Celtics,79,78,-1,yes,exact,src/data/players-current-2026.ts,348
Luke Kennard (2025-26),Luke Kennard (2025-26),Los Angeles Lakers,81,80,-1,yes,exact,src/data/players-current-2026.ts,395
Luol Deng,Luol Deng,Chicago Bulls,84,83,-1,yes,exact,src/data/players.ts,523
Mac McClung (2025-26),Mac McClung (2025-26),Chicago Bulls,78,77,-1,yes,exact,src/data/players-current-2026.ts,614
Marc Gasol (Raptors),Marc Gasol (Raptors),Toronto Raptors,85,84,-1,yes,exact,src/data/players.ts,807
Marcin Gortat,Marcin Gortat,Washington Wizards,82,81,-1,yes,exact,src/data/players.ts,651
Marcus Smart (Celtics),Marcus Smart (Celtics),Boston Celtics,86,85,-1,yes,exact,src/data/players.ts,836
Mario Elie (Rockets),Mario Elie (Rockets),Houston Rockets,81,80,-1,yes,exact,src/data/players.ts,908
Mark Sears (2025-26),Mark Sears (2025-26),Milwaukee Bucks,76,75,-1,yes,exact,src/data/players-current-2026.ts,604
Mark Williams (2025-26),Mark Williams (2025-26),Phoenix Suns,84,83,-1,yes,exact,src/data/players-current-2026.ts,275
Markelle Fultz (2025-26),Markelle Fultz (2025-26),Orlando Magic,76,75,-1,yes,exact,src/data/players-current-2026.ts,682
Matas Buzelis (2025-26),Matas Buzelis (2025-26),Chicago Bulls,87,86,-1,yes,exact,src/data/players-current-2026.ts,276
Matt Barnes (Clippers),Matt Barnes (Clippers),Los Angeles Clippers,82,81,-1,yes,exact,src/data/players.ts,657
Matt Harpring (Jazz),Matt Harpring (Jazz),Utah Jazz,81,80,-1,yes,exact,src/data/players.ts,909
Matthew Dellavedova,Matthew Dellavedova,Cleveland Cavaliers,78,77,-1,yes,exact,src/data/players.ts,642
Maurice Lucas (Blazers),Maurice Lucas (Blazers),Portland Trail Blazers,89,88,-1,yes,exact,src/data/players.ts,760
Max Christie (2025-26),Max Christie (2025-26),Dallas Mavericks,83,82,-1,yes,exact,src/data/players-current-2026.ts,396
Mehmet Okur (Pistons),Mehmet Okur (Pistons),Detroit Pistons,82,81,-1,yes,exact,src/data/players.ts,898
Michael Beasley (Heat),Michael Beasley (Heat),Miami Heat,81,80,-1,yes,exact,src/data/players.ts,910
Michael Finley (Spurs),Michael Finley (Spurs),San Antonio Spurs,81,80,-1,yes,exact,src/data/players.ts,911
Michael Porter Jr. (2025-26),Michael Porter Jr. (2025-26),Brooklyn Nets,88,87,-1,yes,exact,src/data/players-current-2026.ts,247
Mikal Bridges (2025-26),Mikal Bridges (2025-26),New York Knicks,86,85,-1,yes,exact,src/data/players-current-2026.ts,248
Mike Bibby (Grizzlies),Mike Bibby (Grizzlies),Memphis Grizzlies,80,79,-1,yes,exact,src/data/players.ts,920
Mike Bibby (Hawks),Mike Bibby (Hawks),Atlanta Hawks,81,80,-1,yes,exact,src/data/players.ts,912
Mike Miller (Grizzlies),Mike Miller (Grizzlies),Memphis Grizzlies,82,81,-1,yes,exact,src/data/players.ts,899
Miles Bridges (2025-26),Miles Bridges (2025-26),Charlotte Hornets,86,85,-1,yes,exact,src/data/players-current-2026.ts,249
Mitchell Robinson (2025-26),Mitchell Robinson (2025-26),New York Knicks,83,82,-1,yes,exact,src/data/players-current-2026.ts,349
Mohamed Diawara (2025-26),Mohamed Diawara (2025-26),New York Knicks,76,75,-1,yes,exact,src/data/players-current-2026.ts,615
Monta Ellis,Monta Ellis,Golden State Warriors,85,84,-1,yes,exact,src/data/players.ts,665
Monte Morris (2025-26),Monte Morris (2025-26),Indiana Pacers,76,75,-1,yes,exact,src/data/players-current-2026.ts,660
Mookie Blaylock (Hawks),Mookie Blaylock (Hawks),Atlanta Hawks,87,86,-1,yes,exact,src/data/players.ts,775
Morris Peterson (Hornets),Morris Peterson (Hornets),New Orleans Pelicans,80,79,-1,yes,exact,src/data/players.ts,489
Moses Malone,Moses Malone,Philadelphia 76ers,94,95,1,yes,exact,src/data/players.ts,404
Moses Moody (2025-26),Moses Moody (2025-26),Golden State Warriors,84,83,-1,yes,exact,src/data/players-current-2026.ts,350
Moussa Diabaté (2025-26),Moussa Diabaté (2025-26),Charlotte Hornets,82,81,-1,yes,exact,src/data/players-current-2026.ts,277
Muggsy Bogues,Muggsy Bogues,Charlotte Hornets,82,81,-1,yes,exact,src/data/players.ts,553
Myles Turner (2025-26),Myles Turner (2025-26),Milwaukee Bucks,84,83,-1,yes,exact,src/data/players-current-2026.ts,328
N'Faly Dante (2025-26),N'Faly Dante (2025-26),Atlanta Hawks,76,75,-1,yes,exact,src/data/players-current-2026.ts,661
Naji Marshall (2025-26),Naji Marshall (2025-26),Dallas Mavericks,84,83,-1,yes,exact,src/data/players-current-2026.ts,303
Nate Robinson (Knicks),Nate Robinson (Knicks),New York Knicks,81,80,-1,yes,exact,src/data/players.ts,913
Naz Reid (2025-26),Naz Reid (2025-26),Minnesota Timberwolves,86,85,-1,yes,exact,src/data/players-current-2026.ts,278
Neemias Queta (2025-26),Neemias Queta (2025-26),Boston Celtics,82,81,-1,yes,exact,src/data/players-current-2026.ts,250
Nene,Nene,Washington Wizards,81,80,-1,yes,exact,src/data/players.ts,650
Nene (Nuggets),Nene (Nuggets),Denver Nuggets,83,82,-1,yes,exact,src/data/players.ts,882
Nic Claxton (2025-26),Nic Claxton (2025-26),Brooklyn Nets,85,84,-1,yes,exact,src/data/players-current-2026.ts,279
Nick Young (Wizards),Nick Young (Wizards),Washington Wizards,82,81,-1,yes,exact,src/data/players.ts,844
Nickeil Alexander-Walker (2025-26),Nickeil Alexander-Walker (2025-26),Atlanta Hawks,88,87,-1,yes,exact,src/data/players-current-2026.ts,251
Nicolas Batum (2025-26),Nicolas Batum (2025-26),Los Angeles Clippers,79,78,-1,yes,exact,src/data/players-current-2026.ts,539
Nicolas Batum (Blazers),Nicolas Batum (Blazers),Portland Trail Blazers,84,83,-1,yes,exact,src/data/players.ts,822
Nigel Hayes-Davis (2025-26),Nigel Hayes-Davis (2025-26),Phoenix Suns,76,75,-1,yes,exact,src/data/players-current-2026.ts,683
Nikola Jokic (2025-26),Nikola Jokic (2025-26),Denver Nuggets,97,96,-1,yes,exact,src/data/players-current-2026.ts,205
Nikola Pekovic,Nikola Pekovic,Minnesota Timberwolves,83,82,-1,yes,exact,src/data/players.ts,602
Nikola Vucevic (2025-26),Nikola Vucevic (2025-26),Boston Celtics,85,84,-1,yes,exact,src/data/players-current-2026.ts,280
Noah Clowney (2025-26),Noah Clowney (2025-26),Brooklyn Nets,84,83,-1,yes,exact,src/data/players-current-2026.ts,420
Norm Nixon (Lakers),Norm Nixon (Lakers),Los Angeles Lakers,87,86,-1,yes,exact,src/data/players.ts,776
Norman Powell (2025-26),Norman Powell (2025-26),Miami Heat,87,86,-1,yes,exact,src/data/players-current-2026.ts,304
Norman Powell (Raptors),Norman Powell (Raptors),Toronto Raptors,81,80,-1,yes,exact,src/data/players.ts,914
OG Anunoby (2025-26),OG Anunoby (2025-26),New York Knicks,86,85,-1,yes,exact,src/data/players-current-2026.ts,252
Onyeka Okongwu (2025-26),Onyeka Okongwu (2025-26),Atlanta Hawks,88,87,-1,yes,exact,src/data/players-current-2026.ts,253
Oso Ighodaro (2025-26),Oso Ighodaro (2025-26),Phoenix Suns,79,78,-1,yes,exact,src/data/players-current-2026.ts,351
Otis Birdsong (Nets),Otis Birdsong (Nets),Brooklyn Nets,87,86,-1,yes,exact,src/data/players.ts,777
Otis Thorpe,Otis Thorpe,Houston Rockets,84,83,-1,yes,exact,src/data/players.ts,603
Otis Thorpe (Rockets),Otis Thorpe (Rockets),Houston Rockets,85,84,-1,yes,exact,src/data/players.ts,808
P.J. Washington (2025-26),P.J. Washington (2025-26),Dallas Mavericks,85,84,-1,yes,exact,src/data/players-current-2026.ts,352
Pacôme Dadiet (2025-26),Pacôme Dadiet (2025-26),New York Knicks,76,75,-1,yes,exact,src/data/players-current-2026.ts,662
Pascal Siakam (2025-26),Pascal Siakam (2025-26),Indiana Pacers,88,87,-1,yes,exact,src/data/players-current-2026.ts,255
Pascal Siakam (Raptors),Pascal Siakam (Raptors),Toronto Raptors,87,86,-1,yes,exact,src/data/players.ts,508
Pau Gasol,Pau Gasol,Los Angeles Lakers,88,89,1,yes,exact,src/data/players.ts,451
Pau Gasol (Bulls),Pau Gasol (Bulls),Chicago Bulls,85,84,-1,yes,exact,src/data/players.ts,809
Pau Gasol (Grizzlies),Pau Gasol (Grizzlies),Memphis Grizzlies,89,88,-1,yes,exact,src/data/players.ts,761
Paul George (2025-26),Paul George (2025-26),Philadelphia 76ers,87,86,-1,yes,exact,src/data/players-current-2026.ts,329
Paul Millsap,Paul Millsap,Atlanta Hawks,87,86,-1,yes,exact,src/data/players.ts,591
Paul Millsap (Jazz),Paul Millsap (Jazz),Utah Jazz,85,84,-1,yes,exact,src/data/players.ts,810
Paul Pierce,Paul Pierce,Boston Celtics,89,90,1,yes,exact,src/data/players.ts,443
Paul Pierce (Nets),Paul Pierce (Nets),Brooklyn Nets,82,81,-1,yes,exact,src/data/players.ts,900
Paul Reed (2025-26),Paul Reed (2025-26),Detroit Pistons,82,81,-1,yes,exact,src/data/players-current-2026.ts,330
Payton Pritchard (2025-26),Payton Pritchard (2025-26),Boston Celtics,86,85,-1,yes,exact,src/data/players-current-2026.ts,256
Penny Hardaway,Penny Hardaway,Orlando Magic,88,87,-1,yes,exact,src/data/players.ts,482
Peyton Watson (2025-26),Peyton Watson (2025-26),Denver Nuggets,85,84,-1,yes,exact,src/data/players-current-2026.ts,331
PJ Hall (2025-26),PJ Hall (2025-26),Charlotte Hornets,76,75,-1,yes,exact,src/data/players-current-2026.ts,540
Precious Achiuwa (2025-26),Precious Achiuwa (2025-26),Sacramento Kings,79,78,-1,yes,exact,src/data/players-current-2026.ts,375
Quentin Grimes (2025-26),Quentin Grimes (2025-26),Philadelphia 76ers,84,83,-1,yes,exact,src/data/players-current-2026.ts,353
Rafer Alston,Rafer Alston,Orlando Magic,80,79,-1,yes,exact,src/data/players.ts,647
Rajon Rondo,Rajon Rondo,Boston Celtics,90,91,1,yes,exact,src/data/players.ts,417
Rajon Rondo (Lakers),Rajon Rondo (Lakers),Los Angeles Lakers,82,81,-1,yes,exact,src/data/players.ts,901
Rashard Lewis (SuperSonics),Rashard Lewis (SuperSonics),Oklahoma City Thunder,87,86,-1,yes,exact,src/data/players.ts,778
Ray Allen (Bucks),Ray Allen (Bucks),Milwaukee Bucks,89,88,-1,yes,exact,src/data/players.ts,762
Reed Sheppard (2025-26),Reed Sheppard (2025-26),Houston Rockets,85,84,-1,yes,exact,src/data/players-current-2026.ts,281
Reggie Evans,Reggie Evans,Sacramento Kings,81,80,-1,yes,exact,src/data/players.ts,703
Rex Chapman (Suns),Rex Chapman (Suns),Phoenix Suns,84,83,-1,yes,exact,src/data/players.ts,823
Rik Smits,Rik Smits,Indiana Pacers,86,85,-1,yes,exact,src/data/players.ts,543
Rip Hamilton (Wizards),Rip Hamilton (Wizards),Washington Wizards,84,83,-1,yes,exact,src/data/players.ts,846
RJ Barrett (2025-26),RJ Barrett (2025-26),Toronto Raptors,87,86,-1,yes,exact,src/data/players-current-2026.ts,305
Rocco Zikarsky (2025-26),Rocco Zikarsky (2025-26),Minnesota Timberwolves,76,75,-1,yes,exact,src/data/players-current-2026.ts,541
Rod Strickland (Blazers),Rod Strickland (Blazers),Portland Trail Blazers,86,85,-1,yes,exact,src/data/players.ts,791
Rod Strickland (Bullets),Rod Strickland (Bullets),Washington Wizards,87,86,-1,yes,exact,src/data/players.ts,779
Ron Harper (Cavs),Ron Harper (Cavs),Cleveland Cavaliers,86,85,-1,yes,exact,src/data/players.ts,792
Ronnie Brewer (Jazz),Ronnie Brewer (Jazz),Utah Jazz,80,79,-1,yes,exact,src/data/players.ts,732
Royce O'Neale (2025-26),Royce O'Neale (2025-26),Phoenix Suns,82,81,-1,yes,exact,src/data/players-current-2026.ts,306
Rudy Gay,Rudy Gay,Memphis Grizzlies,85,84,-1,yes,exact,src/data/players.ts,588
Rudy Gay (Raptors),Rudy Gay (Raptors),Toronto Raptors,83,82,-1,yes,exact,src/data/players.ts,883
Rudy Gobert (2025-26),Rudy Gobert (2025-26),Minnesota Timberwolves,86,85,-1,yes,exact,src/data/players-current-2026.ts,282
Rui Hachimura (2025-26),Rui Hachimura (2025-26),Los Angeles Lakers,84,83,-1,yes,exact,src/data/players-current-2026.ts,422
Russell Westbrook (2025-26),Russell Westbrook (2025-26),Sacramento Kings,85,84,-1,yes,exact,src/data/players-current-2026.ts,355
Ryan Rollins (2025-26),Ryan Rollins (2025-26),Milwaukee Bucks,86,85,-1,yes,exact,src/data/players-current-2026.ts,257
Saddiq Bey (2025-26),Saddiq Bey (2025-26),New Orleans Pelicans,86,85,-1,yes,exact,src/data/players-current-2026.ts,283
Sam Cassell (Bucks),Sam Cassell (Bucks),Milwaukee Bucks,87,86,-1,yes,exact,src/data/players.ts,780
Sam Cassell (Clippers),Sam Cassell (Clippers),Los Angeles Clippers,85,84,-1,yes,exact,src/data/players.ts,811
Sam Hauser (2025-26),Sam Hauser (2025-26),Boston Celtics,82,81,-1,yes,exact,src/data/players-current-2026.ts,377
Sam Merrill (2025-26),Sam Merrill (2025-26),Cleveland Cavaliers,81,80,-1,yes,exact,src/data/players-current-2026.ts,398
Sandro Mamukelashvili (2025-26),Sandro Mamukelashvili (2025-26),Toronto Raptors,82,81,-1,yes,exact,src/data/players-current-2026.ts,258
Santi Aldama (2025-26),Santi Aldama (2025-26),Memphis Grizzlies,86,85,-1,yes,exact,src/data/players-current-2026.ts,332
Scoot Henderson (2025-26),Scoot Henderson (2025-26),Portland Trail Blazers,84,83,-1,yes,exact,src/data/players-current-2026.ts,466
